한글발음,한자,획수,자원오행,뜻,발음오행
굉,轟,21,火,"울릴, 천둥소리",木
굉,浤,11,水,용솟음할,木
굉,觥,13,木,뿔잔,木
굉,訇,9,金,큰소리,木
굉,閎,12,木,마을문,木
교,姣,9,土,"예쁠, 깨끗할",木
교,校,10,木,"학교, 교정할",木
교,敎,11,金,"가르칠, 본받을",木
교,教,11,金,가르칠,木
교,郊,13,土,"성밖, 교외",木
교,較,13,火,"견줄, 비교할",木
교,巧,5,火,"공교할, 예쁠",木
교,矯,17,金,바로잡을,木
교,僑,14,火,"높을, 거처",木
교,喬,12,水,"높을, 솟을",木
교,嬌,15,土,"아리따울, 맵시",木
교,膠,17,水,"아교, 굳을",木
교,咬,9,水,새소리,木
교,皎,11,金,"달빛, 햇빛",木
교,翹,18,火,"꼬리, 날개",木
교,蕎,18,木,"메밀, 풀",木
교,轎,19,金,가마,木
교,餃,15,水,경단,木
교,鄗,17,土,(호)땅이름,木
교,嶠,15,土,"높을, 산길",木
교,攪,24,木,"어지러울, 뒤섞을",木
교,嚙,18,水,깨물,木
교,齩,21,金,깨물,木
교,交,6,火,"사귈, 서로",木
교,佼,8,火,"예쁠, 업신여길",木
교,橋,16,木,"姓,다리,강할",木
교,撟,16,木,들,木
교,晈,10,火,달빛,木
교,暞,14,火,밝을,木
교,榷,14,木,외나무다리,木
교,磽,17,金,메마른 땅,木
교,窖,12,水,움,木
교,趫,19,火,재빠를,木
교,蹻,19,土,발돋움할,木
교,鉸,14,金,가위,木
교,骹,16,金,발회목,木
교,鵁,17,火,해오라기,木
교,蛟,12,水,"상어, 교룡",木
교,噭,16,水,부르짖을,木
교,憍,16,火,교만할,木
교,鮫,17,水,"상어,교룡",木
교,驕,22,火,"교만할, 무례할",木
교,狡,10,土,"교만할, 간교할",木
교,絞,12,木,"목맬, 꼴",木
교,嘐,14,水,닭울,木
교,嘄,14,水,웃는 소리,木
구,求,7,水,"구할, 청할",木
구,救,11,金,"도울, 구원할",木
구,具,8,金,"姓,갖출,온전할",木
구,玽,10,金,옥돌,木
구,俱,10,火,"姓,함께,갖출",木
구,構,14,木,"얽을, 지을",木
구,球,12,金,"지구, 공",木
구,坵,8,土,"높을, 언덕",木
구,玖,8,金,"옥돌, 아홉",木
구,丘,5,土,"姓,높을,언덕",木
구,邱,12,土,"姓,언덕,땅이름",木
구,九,9,水,"아홉, 많을",木
구,口,3,水,"입, 구멍",木
구,究,7,水,"궁리할, 다할",木
구,久,3,水,"오랠, 기다릴",木
구,句,5,水,"글귀, 굽을",木
구,舊,18,土,"옛, 오랠",木
구,區,11,土,"구역, 나눌",木
구,驅,21,火,"달릴, 몰아낼",木
구,柩,9,木,"널, 나무상자",木
구,毬,11,木,"공, 둥근물체",木
구,灸,7,火,"뜸, 뜸질할",木
구,瞿,18,木,"姓,볼,놀라서볼",木
구,俅,9,火,공손할,木
구,傴,13,火,구부릴,木
구,糗,16,木,볶은 쌀,木
구,蒟,16,木,구장,木
구,裘,13,木,갖옷,木
구,覯,17,火,만날,木
구,遘,17,土,만날,木
구,釦,11,金,금테 두를,木
구,韝,19,金,깍지,木
구,韭,9,木,부추,木
구,冓,10,木,짤,木
구,劬,7,金,수고로울,木
구,匶,20,土,널,木
구,厹,4,金,세모창,木
구,叴,5,水,소리 높일,木
구,坸,8,土,때,木
구,姤,9,土,만날,木
구,詬,13,金,꾸짖을,木
구,鬮,26,金,제비,木
구,鷇,21,火,새 새끼,木
구,鸜,29,火,구관조,木
구,耈,11,土,"늙을, 늙은이",木
구,駒,15,火,"망아지, 말",木
구,垢,9,土,"때, 티끌",木
구,颶,17,木,"구풍, 폭풍",木
구,廏,14,木,마구간,木
구,寇,11,木,"도둑, 원수",木
구,嶇,14,土,"험할, 괴로워할",木
구,廐,14,木,마구간,木
구,仇,4,火,"姓,원수",木
구,勾,4,金,"굽을, 갈고리",木
구,咎,8,水,"허물, 재앙",木
구,歐,15,火,"姓,토할,뱉을",木
구,毆,15,金,"때릴, 구타할",木
구,佝,7,火,곱사등이,木
구,㡱,8,水,고질병,木
구,鷗,22,火,갈매기,木
구,苟,11,木,"진실로, 다만",木
구,拘,9,木,"잡을, 거리낄",木
구,狗,9,土,"개, 강아지",木
구,懼,22,火,"놀랄, 위태로울",木
구,龜,16,水,"거북, 나라이름",木
구,矩,10,金,"곱자, 법",木
구,銶,15,金,끌,木
구,溝,14,水,"도랑, 개천",木
구,購,17,金,"살, 화해할",木
구,鳩,13,火,"비둘기, 모을",木
구,軀,18,水,"몸, 신체",木
구,枸,9,木,"구기자, 레몬",木
구,嘔,14,水,노래할,木
구,絿,13,木,"급할, 구할",木
구,臼,6,土,절구질할,木
구,舅,13,土,시아버지,木
구,衢,24,火,"네거리, 도로",木
구,謳,19,金,"노래할, 읊조릴",木
구,逑,12,土,"짝, 배우자",木
구,訽,13,金,"갈고리, 낫 (꾸짖을 후, 구)",木
구,媾,13,土,화친할,木
구,嫗,14,土,할머니,木
구,屨,17,木,"신,신다",木
구,岣,8,土,산꼭대기,木
구,彀,13,木,당길,木
구,戵,22,金,창,木
구,扣,7,木,두드릴,木
구,捄,11,木,담을,木
구,搆,14,木,얽을,木
구,樞,15,木,지도리 추,木
구,昫,9,火,따뜻할,木
구,榘,14,木,모날,木
구,漚,15,水,담글,木
구,璆,16,金,아름다운 옥,木
구,甌,16,金,사발,木
구,痀,10,水,곱사등이,木
구,癯,23,水,여윌,木
구,窶,16,水,가난할,木
구,篝,16,木,배롱,木
구,胊,11,水,멍에,木
구,蚯,11,水,지렁이,木
국,局,7,木,"판, 판국",木
국,鞠,17,金,"姓,공,궁할",木
국,國,11,水,"姓,나라,고향",木
국,国,8,水,"나라, 고향",木
국,菊,14,木,"姓,국화,대국",木
국,麴,19,木,"누룩,술",木
국,匊,8,金,움킬,木
국,掬,12,木,움킬,木
국,跼,14,土,구부릴,木
국,麯,17,水,누룩,木
국,鞫,18,金,"국문할,다할",木
군,君,7,水,"姓,임금,주권자",木
군,郡,14,土,"고을,관청",木
군,軍,9,火,"군사,진칠",木
군,群,13,土,"무리, 떼",木
군,裙,13,木,"치마, 속옷",木
군,捃,11,木,주울,木
군,桾,11,木,고욤나무,木
군,皸,14,金,틀,木
군,窘,12,水,"막힐, 궁해질",木
굴,掘,13,木,"팔, 파낼",木
굴,倔,10,火,고집 셀,木
굴,崛,11,土,우뚝 솟을,木
굴,淈,12,水,흐릴,木
굴,詘,12,金,굽힐,木
굴,屈,8,土,"굽을, 다할",木
굴,窟,13,水,"움, 굴",木
굴,堀,11,土,"굴, 땅굴팔",木
궁,弓,3,火,"姓,활,궁술",木
궁,躬,10,水,"몸, 자신",木
궁,宮,10,木,"집, 담",木
궁,窮,15,水,"다할, 궁할",木
궁,芎,9,木,"궁궁이, 천궁",木
궁,穹,8,水,"하늘, 막다름",木
궁,躳,14,火,몸(신체),木
권,權,22,木,"姓,권세,저울",木
권,勸,20,土,"권할, 도울",木
권,券,8,土,"문서, 확실할",木
권,眷,11,木,"돌아볼, 그리워할",木
권,卷,8,木,"책, 접을",木
권,捲,12,木,"걷을, 힘쓸",木
권,淃,12,水,물돌아흐를,木
권,惓,12,火,삼갈,木
권,棬,12,木,나무그릇,木
권,睠,13,火,돌볼,木
권,綣,14,木,정다울,木
권,蜷,14,水,구부릴,木
권,拳,10,木,"주먹, 힘쓸",木
권,圈,11,水,"우리, 감방",木
권,倦,10,火,"게으를, 피로할",木
권,勌,10,金,게으를,木
궐,厥,12,土,"그것, 다할",木
궐,闕,18,木,"대궐, 문",木
궐,蕨,18,木,"고사리, 고비",木
궐,蹶,19,土,"넘어질, 엎어질",木
궐,撅,16,土,사납게 날뛸,木
궤,繢,18,木,수놓을,木
궤,闠,20,木,성시 바깥문,木
궤,餽,19,水,보낼,木
궤,麂,13,土,큰 노루,木
궤,潰,16,水,"무너질, 성낼",木
궤,詭,13,金,"속일, 기만할",木
궤,饋,21,水,"먹일, 대접할",木
궤,佹,8,火,괴이할,木
궤,劂,14,金,새김칼,木
궤,憒,16,火,심란할,木
궤,跪,13,土,꿇어앉을,木
궤,軌,9,火,"길, 궤도",木
궤,机,6,木,"책상, 나무이름",木
궤,櫃,18,木,"함, 궤",木
궤,几,2,金,안석,木
궤,匱,14,木,다할,木
궤,撅,16,木,옷 걷을,木
궤,樻,16,木,나무이름,木
궤,氿,6,水,샘,木
궤,簋,17,木,제기이름,木
귀,貴,12,金,"귀할, 소중할",木
귀,歸,18,土,"姓,돌아갈,시집갈",木
귀,䤥,14,金,가래쇠,木
귀,句,5,水,"구절, 구",木
귀,鬼,10,火,"귀신, 도깨비",木
귀,龜,16,水,"나라이름, 거북",木
귀,晷,12,火,"그림자, 햇빛",木
규,規,11,火,"모범, 규범",木
규,閨,14,木,"규수, 계집",木
규,圭,6,土,"姓,홀,모서리",木
규,楏,13,木,호미자루,木
규,樛,15,木,휠,木
규,潙,16,水,강이름,木
규,跬,13,土,반걸음,木
규,闚,19,木,엿볼,木
규,頍,13,火,머리 들,木
규,馗,11,水,광대뼈,木
규,窺,16,水,"엿볼, 볼",木
규,刲,8,金,찌를,木
규,巋,21,土,가파를,木
규,睽,14,火,사팔눈,木
규,虯,8,水,규룡,木
규,奎,9,土,"별이름, 가랑이",木
규,珪,11,金,"서옥, 이름",木
규,邽,13,土,"고을이름, 보옥",木
규,揆,13,木,"헤아릴, 법",木
규,嫢,14,土,"가는허리, 그림쇠",木
규,逵,15,土,"큰길, 거리",木
규,葵,15,木,해바라기,木
규,赳,9,土,"용감할, 재능",木
규,騤,19,火,말 건강할,木
규,叫,5,水,"부르짖을, 울",木
규,槻,15,木,물푸레나무,木
규,硅,11,金,"규소, 깨뜨릴",木
규,竅,18,水,"구멍, 통할",木
규,糾,8,木,"끌어모을, 거둘",木
규,糺,7,木,"끌어모을, 거둘",木
규,湀,13,水,"물 솟을, 흐를",木
규,茥,12,木,딸기,木
규,煃,13,火,불꽃,木
규,嫢,14,土,가는 허리,木
규,嬀,15,土,성씨,木
규,暌,13,火,어길,木
균,均,7,土,"고를, 평평할",木
균,鈞,12,金,"고를, 가락",木
균,畇,9,土,"일굴, 개간",木
균,菌,14,木,"버섯, 세균",木
균,勻,4,金,"적을, 흩어질",木
균,筠,13,木,대나무,木
균,覠,14,火,크게 볼,木
균,龜,16,水,틀,木
균,囷,8,水,곳집,木
균,麏,18,土,노루,木
귤,橘,16,木,"귤나무, 귤",木
극,極,13,木,"다할, 극진할",木
극,克,7,木,"이길, 능할",木
극,劇,15,金,"심할, 연극",木
극,剋,9,金,"이글, 능할",木
극,隙,18,土,"틈, 여가",木
극,戟,12,金,창,木
극,棘,12,金,가시나무,木
극,亟,9,金,빠를,木
극,尅,10,土,이길,木
극,屐,10,水,나막신,木
극,郄,13,土,틈,木
근,瑾,16,金,아름다운옥,木
근,懃,17,火,"은근할, 일에 힘쓸",木
근,釿,12,金,도끼,木
근,芹,10,木,미나리,木
근,菫,14,木,"진흙, 제비꽃",木
근,堇,14,木,"진흙, 제비꽃",木
근,覲,18,火,"뵐, 볼",木
근,斤,4,金,"姓,도끼,벨",木
근,僅,13,火,"겨우, 조금",木
근,墐,14,土,"매흙질할, 묻을",木
근,饉,20,水,흉년들,木
근,巹,9,土,술잔,木
근,廑,13,木,경우,木
근,觔,9,木,힘줄,木
근,跟,13,土,발꿈치,木
근,靳,13,金,가슴걸이,木
근,謹,18,金,"삼갈, 엄할",木
근,根,10,木,"뿌리, 근본",木
근,漌,15,水,"맑을, 적실",木
근,近,11,土,"가까울, 닮을",木
근,勤,13,土,"부지런할, 일",木
근,嫤,14,土,"고울, 아름다운",木
근,劤,6,水,"강할, 힘셀",木
근,筋,12,木,"힘줄, 기운",木
근,槿,15,木,무궁화,木
글,契,9,木,부족이름,木
글,㔕,6,金,뜻,木
금,昑,8,火,밝을,木
금,金,8,金,"쇠,돈,황금",木
금,今,4,火,"姓,이제,이에",木
금,錦,16,金,"비단, 아름다울",木
금,琴,13,金,"姓,거문고",木
금,衾,10,木,"이불, 침구",木
금,襟,19,木,"옷깃, 가슴",木
금,檎,17,木,능금나무,木
금,芩,10,木,풀이름,木
금,衿,10,木,옷깃,木
금,嶔,15,土,높고 험할,木
금,笒,10,木,첨대,木
금,黅,16,土,누른빛,木
금,禽,13,火,"날짐승, 새",木
금,禁,13,木,"금할, 꺼릴",木
금,妗,7,土,"외숙모, 방정맞을",木
금,擒,17,木,"사로잡을, 생포할",木
금,唫,11,水,입 다물,木
금,噤,16,水,입 다물,木
급,皀,7,金,고소할,木
급,礏,18,金,산이 우뚝 솟을,木
급,笈,10,木,책상자,木
급,急,9,火,"급할, 빠를",木
급,汲,8,水,"길을, 분주할",木
급,伋,6,火,"속일, 인명",木
급,扱,8,木,"미칠, 이를",木
급,圾,7,土,위태할,木
급,芨,10,木,말오줌나무,木
급,給,12,木,"넉넉할, 더할",木
급,級,10,木,"등급, 순서",木
급,及,4,水,"미칠, 이름",木
급,岌,7,土,높을,木
긍,肯,10,水,"옳을, 여길",木
긍,亘,6,火,"걸칠, 펼",木
긍,亙,6,火,"걸칠, 펼",木
긍,兢,14,水,"삼갈, 두려워할",木
긍,矜,9,金,"자랑할, 가엽게 여길 ",木
긍,殑,11,水,까무러칠,木
기,企,6,火,"꾀할, 바랄",木
기,棋,12,木,"바둑, 장기",木
기,碁,13,金,"바둑, 장기",木
기,淇,12,水,강이름,木
기,琪,13,金,옥이름,木
기,玘,8,金,"패옥, 노리개",木
기,器,16,水,"그릇, 쓰일",木
기,機,16,木,"틀, 기계",木
기,琪,16,金,"옥, 꾸미개",木
기,祺,13,木,"복, 즐거움",木
기,麒,19,土,기린,木
기,埼,11,土,언덕머리,木
기,崎,11,土,"험할, 산길",木
기,琦,13,金,"클, 옥",木
기,綺,14,木,"비단, 아름다울",木
기,錡,16,金,"솥, 가마",木
기,箕,14,木,"姓,키,별이름",木
기,岐,7,土,갈림길,木
기,旗,14,木,"기, 표지",木
기,豈,10,水,"어찌, 바랄",木
기,錤,16,金,호미,木
기,璣,17,金,"구슬, 거울",木
기,耭,18,木,갈,木
기,愭,14,火,공손할,木
기,掎,12,木,끌,木
기,汽,8,水,"김, 증기",木
기,譏,19,金,"나무랄, 원망할",木
기,羇,23,木,굴레,木
기,肵,10,水,도마,木
기,芰,10,木,마름,木
기,芪,10,木,단너삼,木
기,蘄,22,木,풀이름,木
기,虁,26,木,조심할,木
기,蜝,14,水,방게,木
기,蟣,18,水,서캐,木
기,覬,17,火,바라다,木
기,跂,11,土,육발이,木
기,隑,18,土,사다리,木
기,頎,13,火,헌걸찰,木
기,鬐,20,火,갈기,木
기,鰭,21,水,지느러미,木
기,嗜,13,水,"즐길, 좋아할",木
기,忌,7,火,"꺼릴, 증오할",木
기,欺,12,金,"속일, 업신여길",木
기,騎,18,火,"기병, 말탈",木
기,奇,11,木,"부칠, 위탁할",木
기,棄,12,木,"버릴, 폐할",木
기,祈,9,木,"빌, 고할",木
기,胛,11,水,어깨,木
기,杞,7,木,"버들, 나무이름",木
기,暣,14,火,볕기운,木
기,沂,8,水,물이름,木
기,圻,7,土,"경기, 지경",木
기,己,3,土,"자기, 몸",木
기,記,10,金,"기록할, 적을",木
기,起,10,火,"姓,일어날, 시작할",木
기,其,8,金,"그, 어조사",木
기,期,12,水,"기약, 정할",木
기,基,11,土,"터, 기초",木
기,氣,10,水,"기운, 공기",木
기,伎,6,火,"재주, 기술",木
기,技,8,木,"재주, 묘기",木
기,祁,8,木,"성할, 클",木
기,紀,9,木,"벼리, 실마리",木
기,奇,8,土,"姓,기이할",木
기,榿,14,木,오리나무,木
기,忯,8,火,공경할,木
기,稘,13,木,"돌, 일주년",木
기,畿,15,土,"경기, 지경",木
기,飢,11,水,"주릴, 기아",木
기,冀,16,土,"바랄, 원할",木
기,驥,27,火,천리마,木
기,幾,12,火,"기미, 조짐",木
기,旣,11,水,"이미, 처음부터",木
기,騏,18,火,"천리마, 얼룩말",木
기,磯,17,金,"물가, 자갈밭",木
기,朞,12,火,"돌, 1주년",木
기,畸,13,土,뙈기밭,木
기,祇,9,水,"마침, 다만",木
기,羈,25,火,"굴레, 재갈",木
기,剞,10,金,새김칼,木
기,屺,6,土,민둥산,木
기,庋,7,木,시렁,木
기,旂,10,土,붉은 기,木
기,曁,16,火,함께,木
기,棊,12,木,바둑,木
기,歧,8,土,갈림길,木
기,炁,8,火,기운,木
기,禨,17,木,조짐,木
기,綦,14,木,연둣빛 비단,木
기,綥,14,木,연둣빛,木
기,耆,10,土,"늙은이, 어른",木
기,夔,20,土,"조심할,두려울",木
기,妓,7,土,기생,木
기,肌,8,水,"근육, 신체",木
기,饑,21,水,"굶주릴, 흉년",木
기,僛,14,火,"취하여, 춤추는 모양",木
기,墍,14,土,맥질할,木
기,弃,7,木,버릴,木
기,忮,8,火,해칠,木
기,攲,12,土,기울,木
기,猉,12,土,강아지,木
긴,緊,14,木,"감길, 오그라질",木
길,吉,6,水,길할,木
길,佶,8,火,"건장할, 바를",木
길,桔,10,木,도라지,木
길,姞,9,土,"姓,삼갈",木
길,拮,10,木,"일할, 겨룰",木
길,蛣,12,水,장구벌레,木
김,金,8,金,"姓,쇠,돈",木
끽,喫,12,水,"마실, 먹을",木
나,奈,9,木,"어찌, 능금나무",火
나,那,11,土,"어찌, 나라이름",火
나,羅,20,木,"(라)비단, 벌릴",火
나,梛,11,木,나무이름,火
나,糯,20,木,찰벼,火
나,䛔,13,金,"붙잡을, 당길",火
나,𡖔,10,水,많을,火
나,挪,11,木,"옮길, 유용",火
나,奈,8,木,"어찌, 나락",火
나,儺,21,火,공손한 모양,火
나,橠,16,木,나무 무성할,火
나,纙,25,木,(라)돈꾸러미,火
나,砢,10,金,(라)돌 쌓일,火
나,儸,21,火,(라)재능 있을,火
나,喇,12,水,"나팔, 말할",火
나,𣃽,12,土,기펄럭일,火
나,囉,22,水,(라)소리 섞일,火
나,曪,23,火,(라)햇빛 없을,火
나,瘰,16,水,(라)연주창,火
나,騾,21,火,(라)노새,火
나,鸁,24,火,(라)되강오리,火
나,娜,10,土,"아리따울, 모양",火
나,蓏,16,木,(라)열매,火
나,鑼,27,金,(라)징,火
나,臝,23,水,(라)벌거벗을,火
나,䏧,12,水,"성질, 살찔",火
나,拏,9,木,"붙잡을, 비빌",火
나,挐,10,木,"붙잡을, 비빌",火
나,拿,10,木,"붙잡을, 사로잡을",火
나,倮,10,火,"(라)벗을, 알몸",火
나,懦,18,火,"나약할, 무력할",火
낙,諾,16,金,"대답할, 승낙할",火
낙,樂,15,木,"(락)즐거울, (요)좋아할",火
낙,絡,12,木,"(락)솜, 명주",火
낙,珞,11,金,"(락)구슬, 조약돌",火
낙,落,15,木,(락)떨어질,火
낙,酪,13,金,"(락)즙, 식초",火
낙,嗠,13,水,(락) 진한유즙,火
낙,犖,14,土,(락) 얼룩소,火
난,爛,21,火,"(란)익을, 밝을",火
난,瀾,21,水,(란)물결,火
난,瓓,22,金,(란)옥광채,火
난,鑾,27,金,(란)방울,火
난,斕,21,木,(란)문채,火
난,欄,25,木,(란)목란,火
난,偄,11,火,연약할,火
난,煗,13,火,따뜻할,火
난,赧,12,火,얼굴 붉힐,火
난,餪,18,水,풀보기 잔치,火
난,嬾,19,土,(란)게으를,火
난,幱,20,木,(란)내리닫이,火
난,攔,21,木,(란)막을,火
난,灓,23,水,"(란)새어흐를, 적실",火
난,襴,23,木,(란)난삼,火
난,闌,17,木,(란)가로막을,火
난,難,19,火,"어려울, 근심",火
난,亂,13,木,(란)어지러울,火
난,煖,13,火,따뜻할,火
난,暖,13,火,따뜻할,火
난,卵,7,水,"(란)알, 기를",火
난,蘭,23,木,"(란)난초, 목련",火
날,捺,12,木,"누를, 찍을",火
날,捏,11,木,"이길, 반죽할",火
날,辣,14,金,(랄)매울,火
날,埒,16,土,(랄)담,火
날,辢,14,金,(랄)매울,火
남,南,9,火,남녘,火
남,男,7,土,"사내, 아들",火
남,楠,13,木,녹나무,火
남,爁,18,火,(람)불 번질,火
남,璼,19,金,(람)옥 이름,火
남,湳,13,水,강이름,火
남,枏,8,木,녹나무,火
남,藍,20,木,"(람)남루할, 쪽",火
남,濫,18,水,"(람)넘칠, 담글",火
남,婪,11,土,(람)탐할,火
남,漤,15,水,(람)과실 장아찌,火
남,喃,12,水,재잘거릴,火
남,惏,12,火,(람)탐낼,火
납,納,10,木,"바칠, 수확할",火
납,衲,10,木,옷 수선할,火
납,鑞,23,金,(랍)땜납,火
낭,琅,12,金,(랑)옥이름,火
낭,瑯,15,金,(랑)고을이름,火
낭,浪,11,水,"(랑)물결, 파도",火
낭,廊,13,木,"(랑)복도, 행랑",火
낭,榔,14,木,(랑)나무이름,火
낭,㢃,10,木,(랑)높을,火
낭,囊,22,水,주머니,火
낭,曩,21,火,"접때, 앞서",火
낭,閬,15,木,(랑)솟을대문,火
낭,硠,12,金,(랑)돌 부딪는 소리,火
낭,稂,12,木,(랑)강아지풀,火
낭,莨,13,木,"(랑)수크령, 조",火
