KoreanPronunciation,Hanja,Strokes,Meaning,Element,SoundElement
미,㵟,17,물가,水,水
미,冞,8,"점점, 두루",木,水
미,蘪,23,천궁,木,水
미,𥹄,11,깊이 들어갈,木,水
미,彌,17,"두루, 널리",金,水
미,弥,8,"두루, 널리",金,水
미,楣,13,"문미, 처마",木,水
미,湄,13,"물가, 더운물",水,水
미,微,13,"작을, 적을",火,水
미,梶,11,"나무끝, 우듬지",木,水
미,濔,18,"넘칠, 치렁치렁할",水,水
민,民,5,"백성, 별이름",火,水
민,玟,9,"옥돌, 돌이름",金,水
민,旻,8,"하늘, 가을하늘",火,水
민,琘,13,옥돌,金,水
민,盿,9,볼,木,水
민,眠,10,볼(면),木,水
민,愍,13,"근심할, 불쌍히 여길",火,水
민,錉,17,돈꿰미,金,水
민,泯,9,"멸할, 다할",水,水
민,脗,13,물결 가없는 모양,水,水
민,笢,11,속대,木,水
민,鰵,22,"다금바리, 대구, 민어",水,水
민,黽,13,"힘쓸, 노력할",土,水
민,悶,12,"번민할, 어두울",火,水
민,旼,8,"온화할, 화락할",火,水
민,鈱,13,철판,金,水
민,䪸,14,"강할, 굳셀",火,水
민,敃,9,"강할, 힘쓸",金,水
민,珉,10,"옥돌, 아름다운 돌",金,水
민,砇,9,옥돌,金,水
민,潣,16,물 흘러내릴,水,水
민,慜,15,총명할,火,水
민,忞,8,"힘쓸, 어지러울",火,水
민,岷,8,"봉우리, 민산",土,水
민,閔,12,"민망할, 위문할",木,水
민,敏,11,"민첩할, 총명할",金,水
민,䃉,14,옥돌,金,水
민,敯,18,강할,火,水
민,琘,14,옥돌,金,水
민,憫,16,"근심할, 불쌍히 여길",火,水
민,暋,13,"굳셀, 강할",火,水
민,緡,15,"낚싯줄, 입을",木,水
민,閩,14,종족이름,木,水
민,罠,11,낚싯줄,木,水
민,琝,13,옥돌,金,水
밀,密,11,"빽빽할, 비밀",木,水
밀,蜜,14,꿀,水,水
밀,樒,15,침향,木,水
밀,謐,17,"고요할, 상세할",金,水
밀,滵,15,빨리 흐르는 모양,水,水
박,珀,10,호박,金,水
박,泊,9,"배댈, 쉴",水,水
박,拍,9,"손뼉칠, 두드릴",木,水
박,迫,12,"닥칠, 궁할",土,水
박,朴,6,"姓,순박할,후박나무",木,水
박,博,12,넓을,水,水
박,璞,17,"옥돌, 본바탕",金,水
박,舶,11,"큰배, 장삿배",木,水
박,鉑,13,금박,金,水
박,薄,19,"엷을, 가벼울",木,水
박,樸,16,통나무,木,水
박,箔,14,"발, 금속조각",木,水
박,粕,11,지게미,木,水
박,亳,10,땅이름,土,水
박,欂,21,두공,木,水
박,牔,14,박공,木,水
박,鎛,18,종,金,水
박,駮,16,"논박할, 섞일, 얼룩말",火,水
박,髆,20,어깻죽지 뼈,金,水
박,撲,16,"칠, 때릴, 넘어질",木,水
박,剝,10,"벗길, 괴롭힐",金,水
박,縛,16,"묶을, 동여맬",木,水
박,膊,16,"포, 들추어낼",水,水
박,雹,13,"누리, 우박",水,水
박,駁,14,"얼룩말, 섞일",火,水
반,般,10,"돌릴, 즐길",木,水
반,班,11,"姓,나눌,차례",金,水
반,頒,13,"반포할, 구분",火,水
반,潘,16,"姓,물이름",水,水
반,盤,15,"소반, 대야",金,水
반,飯,13,"밥, 먹을",水,水
반,槃,14,"쟁반, 소반",木,水
반,泮,9,"학교, 녹을",水,水
반,盼,9,눈예쁠,木,水
반,豳,17,나라이름,水,水
반,磻,17,"강이름, 주살돌추",金,水
반,絆,11,"줄, 얽어맬",木,水
반,礬,20,명반,金,水
반,畔,10,"밭두둑, 물가",土,水
반,磐,15,"너럭바위, 이을",金,水
반,攽,8,나눌,金,水
반,搬,14,"옮길, 나를",木,水
반,返,11,"돌아올, 바꿀",土,水
반,伴,7,"동반할, 짝",火,水
반,斑,12,얼룩,木,水
반,反,4,"되돌릴, 배반할",水,水
반,半,5,"절반, 가운데",土,水
반,扳,7,끌어당길,木,水
반,搫,14,"덜, 옮길",木,水
반,胖,11,"클, 편안할",水,水
반,頖,14,학교이름,火,水
반,螌,16,"가뢰, 바퀴",水,水
반,拌,9,"버릴, 쪼갤",木,水
반,攀,19,더위잡을,木,水
반,叛,9,배반할,水,水
반,瘢,15,"흉터, 주근깨",水,水
반,蟠,18,"서릴, 두를",水,水
반,媻,13,"비틀거릴, 뽐낼",土,水
반,肦,10,"머리클, 큰머리",水,水
발,撥,16,"다스릴, 없앨",木,水
발,跋,12,"밟을, 넘을",土,水
발,醱,19,술이 괼,金,水
발,魃,15,가물귀신,火,水
발,哱,10,어지러울,水,水
발,脖,13,배꼽,水,水
발,鈸,13,방울,金,水
발,鵓,18,집비둘기,火,水
발,發,12,"일어날, 펼",火,水
발,拔,9,"뺄, 특출할",木,水
발,炦,9,불기운,火,水
발,髮,15,"머리카락, 터럭",火,水
발,鉢,13,바리때,金,水
발,浡,11,일어날,水,水
발,渤,13,바다이름,水,水
발,潑,16,"물뿌릴, 물솟을",水,水
발,勃,9,"갑자기, 성할",土,水
방,訪,11,"찾을, 의논할",金,水
방,芳,10,"姓,꽃다울,향기",木,水
방,傍,12,"姓,곁,의지할",火,水
방,昉,8,"밝을, 때마침",火,水
방,方,4,"모, 방위",土,水
방,防,12,"둑, 막을",土,水
방,放,8,"내칠, 놓을",金,水
방,妨,7,"방해할, 거리낄",土,水
방,倣,10,"본뜰, 의지할",火,水
방,邦,11,"姓,나라,봉할",土,水
방,坊,7,"동네, 막을",土,水
방,彷,7,"거닐, 비슷할",火,水
방,榜,14,"매, 방목",木,水
방,髣,14,"비슷할, 닮을",火,水
방,魴,15,방어,水,水
방,尨,7,"삽살개, 섞일, 클",土,水
방,滂,14,비퍼부을,水,水
방,肪,10,"기름, 비계",水,水
방,膀,16,쌍배,水,水
방,謗,17,"비방할, 헐뜯을",金,水
방,龐,19,"姓,클,높을",土,水
방,幫,17,도울,木,水
방,幇,12,도울,木,水
방,旁,10,"두루, 널리",土,水
방,枋,8,다목,木,水
방,紡,10,"자을, 실",木,水
방,舫,10,"배, 뗏목",木,水
방,芳,16,"인동덩굴, 우엉",木,水
방,蚌,10,"방합, 씹조개",水,水
방,磅,15,돌소리,金,水
방,房,8,"姓,방,집",木,水
방,仿,6,"본뜰, 모방할",火,水
방,厖,9,두터울,水,水
방,徬,13,"헤맬, 시중들",火,水
방,搒,14,"배 저을, 매질할",木,水
방,瓬,9,"오지그릇, 도기",土,水
방,梆,11,"목어, 목탁",木,水
방,牓,14,"패, 액자",木,水
방,舽,12,배,木,水
방,螃,16,방게,水,水
방,鎊,18,깎을,金,水
배,杯,8,"술잔, 잔",木,水
배,盃,9,"술잔, 잔",木,水
배,倍,10,"갑절, 더할",火,水
배,培,11,"북돋을, 다스릴",土,水
배,配,10,"짝할, 도울",金,水
배,背,11,"등, 무리",水,水
배,陪,16,"도울, 모실",土,水
배,裵,14,"姓,옷치렁치렁할",木,水
배,裴,14,"姓,옷치렁치렁할",木,水
배,湃,13,물결이는모양,水,水
배,焙,12,불에 쬘,火,水
배,䔒,17,꽃 봉우리,木,水
배,貝,7,"(패)조개, 화폐",金,水
배,拜,9,"절할, 감사할",木,水
배,坏,7,언덕,土,水
배,琲,13,"구슬꿰미, 꿸",金,水
배,蓓,16,꽃봉오리,木,水
배,胚,11,"아이밸, 어릴",水,水
배,褙,15,속적삼,木,水
배,俖,9,"곱, 갑절",火,水
배,北,5,"달아날, (북)북녘",水,水
배,俳,10,"광대, 장난",火,水
배,徘,11,머뭇거릴,火,水
배,排,12,"밀칠, 물리칠",木,水
배,輩,15,"무리, 동류",火,水
배,扒,6,뺄,木,水
배,賠,15,"물어줄, 배상할",金,水
백,珀,10,(박)호박,金,水
백,䞟,12,"급할, 넘칠",火,水
백,魄,15,"넋, 혼",火,水
백,帛,8,"비단, 풀이름",木,水
백,白,5,"姓,흰,밝을",金,水
백,百,6,"姓,일백,많을",水,水
백,伯,7,"맏, 우두머리",火,水
백,柏,9,"측백나무, 잣",木,水
백,栢,10,측백나무,木,水
백,佰,8,"일백, 백사람",火,水
백,苩,11,성,木,水
번,番,12,"차례, 한번들",土,水
번,煩,13,번거로울,火,水
번,繁,17,"성할, 번잡할",木,水
번,蕃,18,"우거질, 번잡할",木,水
번,燔,16,"구울, 말릴",火,水
번,磻,17,주살돌 추,金,水
번,藩,21,"덮을, 지킬",木,水
번,幡,15,"기, 표기",木,水
번,樊,15,"울타리, 에워쌀",木,水
번,飜,21,"뒤칠, 날",火,水
번,翻,18,뒤칠,火,水
번,繙,18,되풀이할,木,水
번,膰,18,제사 고기,水,水
번,蘩,23,"산흰쑥, 별꽃",木,水
번,袢,11,속옷,木,水
벌,伐,6,"칠, 공적",火,水
벌,罰,15,"벌줄, 꾸짖을",木,水
벌,閥,14,"가문, 공훈",木,水
벌,筏,12,뗏목,木,水
벌,橃,16,"뗏목, 큰배",木,水
범,凡,3,"姓,무릇,범상할",水,水
범,杋,7,나무이름,木,水
범,範,15,"법, 본보기",木,水
범,汎,7,"뜰, 넓을",水,水
범,帆,6,"돛, 돛달",木,水
범,氾,6,"넘칠, 떠다닐",水,水
범,釩,11,떨칠,金,水
범,笵,11,"법, 범풀",木,水
범,梵,11,범어(인도고대어),木,水
범,泛,8,"뜰, 띄울",水,水
범,范,11,"모범, 풀이름",木,水
범,滼,15,뜰,水,水
범,渢,13,(풍)소리,水,水
범,犯,6,"범할, 어긋날",土,水
범,訉,10,말 많을,金,水
범,颿,19,"말 달릴, 빠를",木,水
법,法,9,"법, 예의, 도리",水,水
법,琺,13,법랑,金,水
벽,辟,13,임금,金,水
벽,璧,18,"옥구슬, 아름다울",金,水
벽,闢,21,"열, 물리칠",木,水
벽,碧,14,"구를, 푸른옥",金,水
벽,甓,18,벽돌,土,水
벽,疈,20,가를,土,水
벽,蘗,23,황벽나무,木,水
벽,檗,17,황벽나무,木,水
벽,僻,15,"후미질, 치우칠",火,水
벽,劈,15,"쪼갤, 가를",金,水
벽,擘,17,"엄지손가락, 쪼갤",木,水
벽,癖,18,"버릇, 적취",水,水
벽,霹,21,"벼락, 천둥",水,水
벽,擗,17,가슴 칠,木,水
벽,襞,19,주름,木,水
벽,鷿,24,논병아리,火,水
벽,鼊,26,거북,土,水
벽,壁,16,"벽, 울타리",土,水
변,變,23,"변할, 달라질",金,水
변,辯,21,"말잘할, 따질",金,水
변,邊,22,"姓,가장자리",土,水
변,卞,4,"姓,법,조급할",土,水
변,弁,5,"고깔, 서두를",木,水
변,便,9,"문득, (편)소식, 편안할",火,水
변,辨,16,"판단할, 구별할",金,水
변,釆,7,분별할,木,水
변,忭,8,기뻐할,火,水
변,抃,8,손뼉칠,木,水
변,籩,25,제기 이름,木,水
변,賆,13,더할,金,水
변,辮,20,땋을,金,水
변,駢,16,나란히 할,火,水
변,骿,18,통갈비,金,水
변,鴘,16,매,火,水
변,胼,12,"굳은 살, 못박힐",水,水
별,炦,9,불기운,火,水
별,襒,18,털어낼,木,水
별,鼈,25,"자라, 고사리",土,水
별,彆,15,활 뒤틀릴,火,水
별,別,7,"나눌, 이별할",金,水
별,𩠻,13,향기날,木,水
별,莂,13,씨뿌릴,木,水
별,瞥,17,잠깐볼,木,水
별,鱉,23,자라,水,水
별,鷩,23,붉은 꿩,火,水
별,㔡,12,"클, 힘센",金,水
별,䭱,17,향기,木,水
병,瓶,13,"병, 항아리",土,水
병,軿,15,가벼운 수레,火,水
병,炳,9,"밝을, 빛날",火,水
병,柄,9,"자루, 권세",木,水
병,昞,9,"밝을, 빛날",火,水
병,昺,9,밝을,火,水
병,秉,8,"잡을, 자루",木,水
병,丙,5,"남쪽, 셋째 천간",火,水
병,絣,14,이을,木,水
병,鈵,13,굳을,金,水
병,兵,7,"무기, 군사",金,水
병,竝,10,"곁, 나란할",金,水
병,並,8,나란할,金,水
병,屛,11,"병풍, 가릴",水,水
병,幷,8,"어우를, 어울릴",火,水
병,并,6,어우를,火,水
병,鉼,14,"판금, 가마솥",金,水
병,岬,8,"산허리, 산골짜기",土,水
병,棅,12,자루,木,水
병,併,10,"아우를, 나란할",火,水
병,餅,17,"떡, 먹을",水,水
병,駢,18,나란히 할,火,水
병,病,10,"병들, 괴로울",水,水
병,缾,14,두레박,土,水
병,迸,13,흩어져 달아날,土,水
보,湺,13,보,水,水
보,珤,11,보배,金,水
보,潽,16,물,水,水
보,靌,27,보배,水,水
보,鴇,15,능에,火,水
보,黼,19,"수, 수놓을",木,水
보,䀯,12,바라볼,木,水
보,褓,15,포대기,木,水
보,菩,14,보살,木,水
보,烳,11,횃불,火,水
보,溥,14,"넓을(부, 박)",水,水
보,葆,15,더부룩할,木,水
보,盙,12,제기 이름,土,水
보,簠,18,제기 이름,木,水
보,保,9,"보전할, 도울",火,水
보,步,7,"걸음, 다닐",土,水
보,俌,9,도울,火,水
보,報,12,"갚을, 알릴",土,水
보,普,12,"넓을, 클",火,水
보,補,13,"도울,수선할",木,水
보,甫,7,"姓,클,많을",水,水
보,譜,19,"문서, 족보",金,水
보,寶,20,"보배, 귀할",木,水
보,宝,8,보배,木,水
보,堡,12,"둑, 방축",土,水
보,𤣰,8,옥그릇,金,水
보,輔,14,"덧방나무, 도울",火,水
보,洑,10,"보, 돌아흐를",水,水
복,福,14,"복, 착할",木,水
복,腹,15,"배, 두터울",水,水
복,服,8,"옷, 입을",水,水
복,復,12,"돌아올, 회복할",火,水
복,複,15,"겹옷, 겹칠",木,水
복,卜,2,"姓,점칠,가릴",火,水
복,馥,18,향기,木,水
복,鍑,17,가마솥,金,水
복,宓,8,"姓,편안할,몰래",木,水
복,茯,12,복령,木,水
복,蔔,17,무,木,水
복,輹,16,복토,火,水
복,墣,15,흙덩이,土,水
복,幞,16,두건,木,水
복,濮,18,강 이름,水,水
복,箙,14,전동,木,水
복,菔,14,무,木,水
복,蝠,15,박쥐,水,水
복,蝮,15,살무사,水,水
복,鵩,19,"수리부엉이, 올빼미",火,水
복,輻,16,"바퀴살, 모여들",火,水
복,鰒,20,"전복, 오분자기",水,水
복,覆,18,"뒤집힐, 반전할",金,水
복,僕,14,"종, 마부",火,水
복,匐,11,"길, 엎드릴",金,水
복,伏,6,"엎드릴, 굴복할",火,水
복,扑,6,"칠, 두드릴",木,水
본,本,5,"근본, 뿌리",木,水
볼,乶,8,땅이름,木,水
봉,烽,11,"봉화, 경계",火,水
봉,奉,8,"받을, 드릴",木,水
봉,芃,9,풀 무성할,木,水
봉,逢,14,"만날, 영접할",土,水
봉,峯,10,봉우리,土,水
봉,峰,10,봉우리,土,水
봉,浲,11,물이름,水,水
봉,漨,15,물이름,水,水
봉,蜂,13,벌,水,水
봉,封,9,"봉할, 담을",土,水
봉,鳳,14,"姓,봉황새",火,水
봉,俸,10,"녹, 급료",火,水
봉,捧,12,"받들, 들어올릴",木,水
봉,丰,4,예쁠,木,水
봉,夆,7,이끌,土,水
봉,菶,14,풀 무성할,木,水
봉,鴌,15,"봉새, 봉황",火,水
봉,熢,15,"연기 자욱할, 화기",火,水
봉,縫,17,꿰맬,木,水
봉,琫,13,칼집장식옥,金,水
봉,棒,12,"몽둥이, 칠",木,水
봉,蓬,17,"쑥, 풀숲",木,水
봉,鋒,15,"칼끝, 첨단",金,水
봉,篷,17,뜸,木,水
봉,綘,13,꿰멜,木,水
부,膚,17,살갗,水,水
부,赴,9,"나아갈, 다다를",火,水
부,賦,15,"구실, 조세",金,水
부,孚,7,"미쁠, 기를",水,水
부,傅,12,"스승, 후견인",火,水
부,溥,14,"넓을, 두루 미칠",水,水
부,敷,15,"펼, 발표할",金,水
부,復,12,"다시, 대답할",火,水
부,芙,10,"연꽃, 부용",木,水
부,咐,8,분부할,水,水
부,缶,6,장군,土,水
부,釜,10,가마,金,水
부,阜,8,언덕,土,水
부,埠,11,선창,土,水
부,駙,15,"곁마, 가까울",火,水
부,鳧,13,"오리, 산이름",火,水
부,艀,13,작은배,木,水
부,莩,13,"풀이름, 갈대청",木,水
부,荴,13,널리 퍼질,木,水
부,趺,11,"책상다리, 발등",土,水
부,不,4,"아닐, 클",水,水
부,苻,11,귀목풀,木,水
부,蔀,17,빈지문,木,水
부,蚨,10,파랑강충이,水,水
부,蜉,13,하루살이,水,水
부,袝,11,나들이 옷,木,水
부,裒,13,모을,木,水
부,跗,12,발등,土,水
부,鈇,12,도끼,金,水
부,頫,15,구부릴,火,水
부,鮒,16,붕어,水,水
부,麩,15,밀기울,木,水
부,訃,9,부고,金,水
부,付,5,"부칠, 부탁",火,水
부,副,11,"버금, 도울",金,水
부,夫,4,"姓,지아비,사내",木,水
부,扶,8,"도울, 붙들",木,水
부,父,4,"아비, 아버지",木,水
부,富,12,"풍성할, 부자",木,水
부,部,15,"나눌, 거느릴",土,水
부,婦,11,"며느리, 아내",土,水
부,否,7,"비웃을, 아닐",水,水
부,浮,11,"뜰, 넘칠",水,水
부,符,11,"부적, 부신",木,水
부,附,13,"붙을, 의지할",土,水
부,府,8,"곳집, 마을, 관청",土,水
부,腐,14,썩을,水,水
부,負,9,"짐질, 빚질",金,水
부,簿,19,"장부, 회계부",木,水
부,俯,10,"구부릴, 숨을",火,水
부,剖,10,"쪼갤, 가를",金,水
부,孵,14,"알깔, 기를",水,水
부,斧,8,"도끼, 벨",金,水
부,腑,14,오장육부,水,水
부,賻,17,부의,金,水
부,俘,9,사로잡을,火,水
부,媍,12,며느리,土,水
부,抔,8,움킬,木,水
부,拊,9,어루만질,木,水
부,掊,12,그러모을,木,水
부,桴,11,마룻대,木,水
부,榑,14,부상,木,水
부,涪,12,물거품,水,水
부,玞,9,옥돌,金,水
부,祔,10,"합사할, 합장할",木,水
부,筟,13,대청,木,水
부,罘,10,그물,木,水
부,罦,13,그물,木,水
부,腑,11,장부,水,水
부,芣,10,질경이,木,水
북,北,5,"북녘, 뒤",水,水
분,墳,15,"봉분, 클",土,水
분,紛,10,"어지러울, 성할, 섞일",木,水
분,汾,8,"클, 흐를",水,水
분,盆,9,동이,金,水
분,昐,8,햇빛,火,水
분,芬,10,향기로울,木,水
분,吩,7,"뿜을, 명령할",水,水
분,分,4,"나눌, 쪼갤",金,水
분,坌,7,먼지,土,水
분,帉,7,걸레,木,水
분,枌,8,흰느릅나무,木,水
분,砏,9,"큰소리, 천둥소리",金,水
분,笨,11, 거칠,木,水
분,肦,10,머리 클,水,水
분,膹,18,고깃국,水,水
분,黺,16,수놓을,木,水
분,鼢,17,두더지,木,水
분,棼,12,"마룻대, 삼베",木,水
분,棻,12,향내 나는 나무,木,水
분,氛,8,기운,水,水
분,湓,13,용솟음할,水,水
분,濆,16,"뿜을, 솟아나올",水,水
분,犇,12,달릴,土,水
분,畚,10,삼태기,土,水
분,轒,19,"병거, 전차",火,水
분,粉,10,가루,木,水
분,奔,8,"달릴, 달아날",木,水
분,忿,8,성낼,火,水
분,炃,8,불사를,火,水
분,焚,12,"불사를, 탈",火,水
분,扮,8,꾸밀,木,水
분,糞,17,"똥, 소제할",木,水
분,賁,12,"클, 날랠",金,水
분,雰,12,"안개, 어지러울",水,水
분,噴,15,"뿜을, 화낼",水,水
분,憤,16,"성낼, 번민할",火,水
분,奮,16,"떨칠, 성낼",木,水
분,体,7,용렬할,火,水
불,不,4,"아니, 않을",水,水
불,佛,7,"부처, 도울",火,水
불,弗,5,"아닐, 빠를",木,水
불,拂,9,"떨, 닦을",木,水
불,彿,8,비슷할,火,水
붕,朋,8,"벗, 무리",水,水
붕,鵬,19,"붕새, 큰새",火,水
붕,棚,12,"시렁, 선반",木,水
붕,硼,13,붕산,金,水
붕,繃,17,"묶을, 감을",木,水
붕,崩,11,"무너질, 흩어질",土,水
비,丕,5,"클, 으뜸",水,水
비,伾,7,힘셀,火,水
비,秘,10,신기할,木,水
비,庇,7,"덮을, 의탁할",木,水
비,匕,2,"비수, 숟가락",金,水
비,匪,10,대상자,木,水
비,緋,14,붉은빛,木,水
비,榧,14,비자나무,木,水
비,毖,9,"삼갈, 근신할",火,水
비,臂,19,팔,水,水
비,菲,14,"엷을, 쇠퇴할",木,水
비,飛,9,"날, 오를",火,水
비,鼻,14,코,金,水
비,枇,8,"비파나무, 비파",木,水
비,琵,13,비파,金,水
비,扉,12,"사립문, 문짝",木,水
비,譬,20,"비유할, 깨우칠",金,水
비,埤,11,더할,土,水
비,屁,7,방귀,水,水
비,芘,10,풀이름,木,水
비,贔,21,힘쓸,金,水
비,邳,12,클,土,水
비,轡,22,"고삐, 재갈",火,水
비,閟,13,문 닫을,木,水
비,騑,18,곁마,火,水
비,騛,19,빠른 말,火,水
비,髀,18,넓적다리,金,水
비,肥,10,"살찔, 거름",水,水
비,粃,10,"쭉정이, 모를, 아닐",木,水
비,翡,14,물총새,火,水
비,庳,13,암 메추라기,水,水
비,砒,9,"비상, 비소",金,水
비,憊,16,"고달플, 피곤할",火,水
비,斐,12,오락가락할,木,水
비,秕,9,"쭉정이, 더럽힐",木,水
비,脾,14,지라,水,水
비,蜚,14,"곤충이름, 바퀴",水,水
비,誹,15,"헐뜯을, 비방할",金,水
비,鄙,18,"다라울, 인색할",土,水
비,批,8,"칠, 때릴",木,水
비,仳,6,"떠날, 추할",火,水
비,剕,10,발 벨,金,水
비,圮,6,무너질,土,水
비,備,12,"갖출, 준비",火,水
비,沸,9,끓을,水,水
비,毗,9,"도울, 힘보탤",火,水
비,泌,9,샘물흐르는 모양,水,水
비,裨,14,"도울, 보좌할",木,水
비,棐,12,"도울, 도지개",木,水
비,毘,9,도울,火,水
비,祕,10,"신기할, 숨길",木,水
비,費,12,"없앨, 허비할",金,水
비,比,4,"견줄, 도울",火,水
비,非,8,"아닐, 그를",木,水
비,悲,12,"슬플, 비애",火,水
비,卑,8,"낮을, 천할",土,水
비,婢,11,"첩, 여자종",土,水
비,碑,13,"비석, 비문",金,水
비,妃,6,"왕비, 짝",土,水
비,庀,5,다스릴,木,水
비,奜,11,클,木,水
비,霏,16,눈 내릴,水,水
비,俾,10,더할,火,水
비,馡,17,향기로울,木,水
비,郫,15,고을 이름,土,水
비,陴,16,"성가퀴, 도울",土,水
비,鞴,19,말 채비할,金,水
비,鼙,21,"마상고, 작은 북",金,水
비,庳,11,집 낮을,木,水
비,悱,12,표현 못할,火,水
비,椑,12,술통,木,水
비,沘,8,강이름,水,水
비,淝,12,강이름,水,水
비,淠,12,강이름,水,水
비,濞,18,물소리,水,水
비,痹,13,"저릴, 마비될",水,水
비,睥,13,흘겨볼,木,水
비,篦,16,"빗치개, 참빗",木,水
비,紕,10,가선,木,水
비,羆,20,큰 곰,木,水
비,腓,14,장딴지,水,水
비,芾,10,작은 모양,木,水
비,萆,14,"비해, 도롱이",木,水
비,蚍,10,왕개미,水,水
비,貔,17,"비휴, 너구리",水,水
비,妣,7,죽은 어머니,土,水
비,狒,9,비비(원숭이),土,水
